Class;Units;Avg_Mass (kg);Avg_Purchase;Purchase_Min;Purchase_Max;Start_date;End_date;Year;Month
B3;44.0;31258.0;824.0;4112.0;4095.0;2018/10/29;2018/11/04;2018;11
C2;1224.0;26791.0;3012.0;3938.0;3656.0;2018/10/29;2018/11/04;2018;11
C3;299.0;30096.0;3728.0;3862.0;3600.0;2018/10/29;2018/11/04;2018;11
PP;1562.0;5270.0;3074.0;2818.0;3300.0;2017/11/06;2017/11/12;2017;11
PO;90.0;4665.0;3059.0;2804.0;3300.0;2017/11/06;2017/11/12;2017;11
PR;11.0;5069.0;2782.0;2520.0;3000.0;2017/11/06;2017/11/12;2017;11
PU;1.0;5970.0;3000.0;3000.0;3000.0;2017/11/06;2017/11/12;2017;11
PS;5.0;9900.0;1900.0;1900.0;1900.0;2017/11/06;2017/11/12;2017;11
CP;729.0;6096.0;3000.0;2797.0;3146.0;2017/11/06;2017/11/12;2017;11
CO;55.0;6072.0;2937.0;2540.0;3150.0;2017/11/06;2017/11/12;2017;11
CR;4.0;6107.0;2476.0;2400.0;2691.0;2017/11/06;2017/11/12;2017;11
BP;5998.0;7510.0;2892.0;2766.0;3305.0;2017/11/06;2017/11/12;2017;11
BO;2037.0;7537.0;2926.0;2722.0;3305.0;2017/11/06;2017/11/12;2017;11
BR;142.0;7660.0;2726.0;2592.0;3205.0;2017/11/06;2017/11/12;2017;11
BC;30.0;7668.0;2828.0;2187.0;3093.0;2017/11/06;2017/11/12;2017;11
BU;2.0;8801.0;2090.0;2077.0;2100.0;2017/11/06;2017/11/12;2017;11
BS;6.0;8743.0;2265.0;2100.0;2357.0;2017/11/06;2017/11/12;2017;11
HP;3114.0;8687.0;2763.0;2674.0;3012.0;2017/11/06;2017/11/12;2017;11
HO;3598.0;8895.0;2764.0;2686.0;3011.0;2017/11/06;2017/11/12;2017;11
HR;632.0;8980.0;2630.0;2487.0;3145.0;2017/11/06;2017/11/12;2017;11
HC;47.0;9119.0;2299.0;2160.0;3000.0;2017/11/06;2017/11/12;2017;11
HU;11.0;8533.0;2533.0;1850.0;3028.0;2017/11/06;2017/11/12;2017;11
HS;16.0;8648.0;2994.0;1680.0;3150.0;2017/11/06;2017/11/12;2017;11
SAU;470.0;14589.0;2068.0;1900.0;2497.0;2017/11/06;2017/11/12;2017;11
SAB;188.0;10639.0;2393.0;2033.0;2515.0;2017/11/06;2017/11/12;2017;11
BP;6595.0;72.94;25.88;22.3;28.5;2016/11/07;2016/11/13;2016;11
BO;3239.0;74.28;26.05;22.3;28.5;2016/11/07;2016/11/13;2016;11
BR;282.0;74.82;25.42;23.9;27.5;2016/11/07;2016/11/13;2016;11
BC;24.0;74.42;23.08;15.0;26.5;2016/11/07;2016/11/13;2016;11
BU;4.0;74.6;26.5;26.5;26.5;2016/11/07;2016/11/13;2016;11
BS;1.0;71.5;26.3;26.3;26.3;2016/11/07;2016/11/13;2016;11
PP;947.0;47.25;27.79;22.5;31.46;2016/11/07;2016/11/13;2016;11
PO;195.0;49.54;27.98;23.46;31.5;2016/11/07;2016/11/13;2016;11
PR;11.0;54.29;23.64;23.51;25.0;2016/11/07;2016/11/13;2016;11
PS;55.0;51.9;22.5;22.5;22.5;2016/11/07;2016/11/13;2016;11
SAB;145.0;209.46;15.59;8.0;20.0;2016/11/07;2016/11/13;2016;11
HP;4460.0;84.07;25.03;22.3;27.98;2016/11/07;2016/11/13;2016;11
HO;4619.0;85.57;25.01;22.3;27.99;2016/11/07;2016/11/13;2016;11
HR;878.0;85.48;24.62;23.28;28.0;2016/11/07;2016/11/13;2016;11
HC;73.0;86.45;21.0;16.46;28.0;2016/11/07;2016/11/13;2016;11
HU;21.0;86.56;20.67;15.28;24.5;2016/11/07;2016/11/13;2016;11
HS;20.0;91.28;15.71;11.0;28.0;2016/11/07;2016/11/13;2016;11
CP;2368.0;61.91;26.59;22.4;29.98;2016/11/07;2016/11/13;2016;11
CO;422.0;63.62;26.41;22.4;30.0;2016/11/07;2016/11/13;2016;11
CR;52.0;63.72;26.46;24.46;26.5;2016/11/07;2016/11/13;2016;11
CC;6.0;374.5;26.5;26.5;26.5;2016/11/07;2016/11/13;2016;11
CU;1.0;57.5;16.0;16.0;16.0;2016/11/07;2016/11/13;2016;11
CS;1.0;61.6;11.0;11.0;11.0;2016/11/07;2016/11/13;2016;11
SAS;293.0;150.86;16.84;15.33;18.7;2016/11/07;2016/11/13;2016;11
PP;1683.0;50.88;31.02;29.97;32.36;2017/11/13;2017/11/19;2017;11
PO;97.0;49.14;30.91;29.86;32.26;2017/11/13;2017/11/19;2017;11
PR;10.0;45.06;29.38;28.0;30.0;2017/11/13;2017/11/19;2017;11
PC;12.0;46.98;28.98;28.24;30.0;2017/11/13;2017/11/19;2017;11
PU;4.0;47.2;28.85;28.85;28.85;2017/11/13;2017/11/19;2017;11
PS;1.0;51.4;31.0;31.0;31.0;2017/11/13;2017/11/19;2017;11
CP;1621.0;61.68;30.08;28.93;31.47;2017/11/13;2017/11/19;2017;11
CO;108.0;62.77;30.02;28.72;31.45;2017/11/13;2017/11/19;2017;11
CR;11.0;61.44;28.65;26.74;29.8;2017/11/13;2017/11/19;2017;11
CC;4.0;62.76;27.77;22.53;29.54;2017/11/13;2017/11/19;2017;11
CU;1.0;61.8;27.2;27.2;27.2;2017/11/13;2017/11/19;2017;11
BP;6795.0;74.51;29.27;27.53;30.63;2017/11/13;2017/11/19;2017;11
BO;1712.0;76.68;28.9;27.39;30.33;2017/11/13;2017/11/19;2017;11
BR;136.0;76.08;27.68;26.0;29.69;2017/11/13;2017/11/19;2017;11
BC;28.0;78.33;24.52;22.08;30.58;2017/11/13;2017/11/19;2017;11
BU;10.0;75.807;27.79;21.13;30.6;2017/11/13;2017/11/19;2017;11
HP;4620.0;85.94;27.81;27.22;28.72;2017/11/13;2017/11/19;2017;11
HO;5380.0;87.53;28.12;27.16;30.19;2017/11/13;2017/11/19;2017;11
HR;794.0;89.0;26.98;24.87;29.55;2017/11/13;2017/11/19;2017;11
HC;62.0;89.76;24.29;20.78;28.0;2017/11/13;2017/11/19;2017;11
HU;16.0;90.87;24.55;20.99;28.0;2017/11/13;2017/11/19;2017;11
HS;7.0;84.92;26.21;16.8;31.5;2017/11/13;2017/11/19;2017;11
SAU;556.0;132.0;21.95;19.67;25.48;2017/11/13;2017/11/19;2017;11
SAB;498.0;132.36;18.0;13.63;25.8;2017/11/13;2017/11/19;2017;11
BP;7230.0;72.57;25.7;22.3;30.0;2016/11/14;2016/11/20;2016;11
BO;2983.0;74.23;26.05;22.3;30.0;2016/11/14;2016/11/20;2016;11
BR;359.0;76.05;25.62;22.5;29.0;2016/11/14;2016/11/20;2016;11
BC;31.0;74.69;25.01;18.74;29.0;2016/11/14;2016/11/20;2016;11
BU;15.0;76.1;20.85;13.0;29.0;2016/11/14;2016/11/20;2016;11
BS;7.0;78.87;16.57;11.0;22.0;2016/11/14;2016/11/20;2016;11
PP;3269.0;51.23;26.91;22.5;31.49;2016/11/14;2016/11/20;2016;11
PO;295.0;49.57;27.22;22.5;31.5;2016/11/14;2016/11/20;2016;11
PR;38.0;49.55;24.93;18.87;29.0;2016/11/14;2016/11/20;2016;11
PC;3.0;50.97;21.61;16.0;24.5;2016/11/14;2016/11/20;2016;11
PS;1.0;56.3;14.0;14.0;14.0;2016/11/14;2016/11/20;2016;11
SAB;67.0;118.82;16.32;6.0;24.0;2016/11/14;2016/11/20;2016;11
HP;2862.0;84.77;25.32;22.3;28.0;2016/11/14;2016/11/20;2016;11
HO;2680.0;86.65;25.46;22.3;27.99;2016/11/14;2016/11/20;2016;11
HR;492.0;88.26;24.59;12.1;27.5;2016/11/14;2016/11/20;2016;11
HC;50.0;88.87;18.51;15.0;22.25;2016/11/14;2016/11/20;2016;11
HU;48.0;99.83;19.35;13.0;20.52;2016/11/14;2016/11/20;2016;11
HS;8.0;92.63;11.31;9.4;15.5;2016/11/14;2016/11/20;2016;11
CP;1099.0;59.2;27.02;12.45;29.98;2016/11/14;2016/11/20;2016;11
CO;121.0;60.14;26.33;13.0;30.0;2016/11/14;2016/11/20;2016;11
CR;61.0;58.63;25.98;13.0;27.5;2016/11/14;2016/11/20;2016;11
CC;1.0;58.6;16.0;16.0;16.0;2016/11/14;2016/11/20;2016;11
CU;3.0;62.85;13.68;13.0;15.0;2016/11/14;2016/11/20;2016;11
CS;2.0;60.3;12.94;11.0;15.0;2016/11/14;2016/11/20;2016;11
SAS;488.0;155.3;16.93;15.4;21.0;2016/11/14;2016/11/20;2016;11
A2;13292.0;26712.0;4558.0;4625.0;4379.0;2017/11/20;2017/11/26;2017;11
A3;1376.0;28593.0;4562.0;4621.0;4408.0;2017/11/20;2017/11/26;2017;11
AB2;1290.0;27059.0;4475.0;4577.0;4279.0;2017/11/20;2017/11/26;2017;11
AB3;194.0;27688.0;4427.0;4486.0;4260.0;2017/11/20;2017/11/26;2017;11
B2;541.0;24686.0;4280.0;4317.0;4134.0;2017/11/20;2017/11/26;2017;11
B3;120.0;28989.0;4261.0;4332.0;4237.0;2017/11/20;2017/11/26;2017;11
C2;1203.0;25343.0;4169.0;4146.0;3829.0;2017/11/20;2017/11/26;2017;11
C3;369.0;27807.0;4188.0;4183.0;3943.0;2017/11/20;2017/11/26;2017;11
A0;205.0;1467.0;7024.0;7152.0;6579.0;2017/11/20;2017/11/26;2017;11
A1;926.0;1641.0;7783.0;7896.0;6424.0;2017/11/20;2017/11/26;2017;11
A2;11379.0;2100.0;7838.0;7423.0;6920.0;2017/11/20;2017/11/26;2017;11
A3;2053.0;2361.0;7811.0;7297.0;6882.0;2017/11/20;2017/11/26;2017;11
A4;353.0;2504.0;7096.0;6704.0;6039.0;2017/11/20;2017/11/26;2017;11
A5;47.0;2850.0;6650.0;6489.0;5186.0;2017/11/20;2017/11/26;2017;11
A6;29.0;2750.0;6350.0;6057.0;5078.0;2017/11/20;2017/11/26;2017;11
AB2;427.0;2036.0;6988.0;6662.0;6123.0;2017/11/20;2017/11/26;2017;11
AB3;76.0;2147.0;6914.0;6492.0;6016.0;2017/11/20;2017/11/26;2017;11
B2;340.0;2268.0;6215.0;6312.0;5769.0;2017/11/20;2017/11/26;2017;11
B3;53.0;2425.0;6326.0;6589.0;5473.0;2017/11/20;2017/11/26;2017;11
C2;1301.0;2356.0;5770.0;5832.0;5273.0;2017/11/20;2017/11/26;2017;11
C3;359.0;2842.0;5750.0;5685.0;5155.0;2017/11/20;2017/11/26;2017;11
P;2044.0;5092.0;3103.0;2972.0;3299.0;2017/11/20;2017/11/26;2017;11
O;59.0;4794.0;3014.0;2668.0;3185.0;2017/11/20;2017/11/26;2017;11
R;21.0;5120.0;2578.0;2150.0;3222.0;2017/11/20;2017/11/26;2017;11
C;11.0;5093.0;2699.0;2050.0;3156.0;2017/11/20;2017/11/26;2017;11
U;1.0;5330.0;2050.0;2050.0;2050.0;2017/11/20;2017/11/26;2017;11
S;9.0;3251.0;2174.0;1900.0;3300.0;2017/11/20;2017/11/26;2017;11
P;2306.0;6143.0;3025.0;2850.0;3249.0;2017/11/20;2017/11/26;2017;11
O;261.0;6225.0;3003.0;2810.0;3249.0;2017/11/20;2017/11/26;2017;11
R;20.0;6987.0;2863.0;2400.0;2980.0;2017/11/20;2017/11/26;2017;11
S;1.0;6800.0;2150.0;2150.0;2150.0;2017/11/20;2017/11/26;2017;11
P;7974.0;7414.0;2959.0;2750.0;3199.0;2017/11/20;2017/11/26;2017;11
O;2562.0;7665.0;2968.0;2741.0;3242.0;2017/11/20;2017/11/26;2017;11
R;250.0;7750.0;2873.0;2600.0;3248.0;2017/11/20;2017/11/26;2017;11
C;30.0;7529.0;2449.0;2141.0;3084.0;2017/11/20;2017/11/26;2017;11
U;8.0;7008.0;2852.0;2103.0;3242.0;2017/11/20;2017/11/26;2017;11
S;13.0;7849.0;2212.0;2150.0;2250.0;2017/11/20;2017/11/26;2017;11
P;4280.0;8621.0;2790.0;2722.0;2962.0;2017/11/20;2017/11/26;2017;11
O;4831.0;8786.0;2788.0;2722.0;2969.0;2017/11/20;2017/11/26;2017;11
R;756.0;8926.0;2651.0;2497.0;2758.0;2017/11/20;2017/11/26;2017;11
C;83.0;8930.0;2448.0;2155.0;2472.0;2017/11/20;2017/11/26;2017;11
U;20.0;8927.0;2565.0;2106.0;2800.0;2017/11/20;2017/11/26;2017;11
BP;7508.0;73.35;25.98;22.3;29.0;2016/11/21;2016/11/27;2016;11
BO;3220.0;75.19;26.37;22.3;29.0;2016/11/21;2016/11/27;2016;11
BR;307.0;75.86;25.16;23.74;27.5;2016/11/21;2016/11/27;2016;11
BC;21.0;74.04;19.98;15.0;22.5;2016/11/21;2016/11/27;2016;11
BU;5.0;74.27;13.85;13.0;16.96;2016/11/21;2016/11/27;2016;11
BS;11.0;77.63;15.94;11.0;22.0;2016/11/21;2016/11/27;2016;11
PP;2903.0;51.74;26.79;24.52;31.49;2016/11/21;2016/11/27;2016;11
PO;179.0;52.02;26.46;22.5;31.5;2016/11/21;2016/11/27;2016;11
PR;24.0;49.43;24.87;20.6;27.5;2016/11/21;2016/11/27;2016;11
PC;9.0;43.04;18.08;17.22;24.5;2016/11/21;2016/11/27;2016;11
PU;1.0;50.1;14.0;14.0;14.0;2016/11/21;2016/11/27;2016;11
SAB;99.0;122.02;13.45;6.0;21.0;2016/11/21;2016/11/27;2016;11
HP;4716.0;84.3;25.52;22.3;27.99;2016/11/21;2016/11/27;2016;11
HO;4175.0;85.7;25.39;22.3;28.0;2016/11/21;2016/11/27;2016;11
HR;883.0;86.53;25.09;23.36;29.0;2016/11/21;2016/11/27;2016;11
HC;64.0;87.2;21.89;19.0;29.0;2016/11/21;2016/11/27;2016;11
HU;17.0;87.13;22.06;13.36;29.0;2016/11/21;2016/11/27;2016;11
HS;15.0;93.34;16.71;11.0;24.5;2016/11/21;2016/11/27;2016;11
CP;2155.0;60.89;26.9;24.11;30.75;2016/11/21;2016/11/27;2016;11
CO;411.0;62.97;26.55;25.81;30.0;2016/11/21;2016/11/27;2016;11
CR;32.0;63.28;26.24;22.5;27.0;2016/11/21;2016/11/27;2016;11
CC;7.0;62.12;21.22;16.0;26.5;2016/11/21;2016/11/27;2016;11
CU;2.0;61.9;13.0;13.0;13.0;2016/11/21;2016/11/27;2016;11
CS;1.0;64.4;11.0;11.0;11.0;2016/11/21;2016/11/27;2016;11
SAS;525.0;160.66;17.46;14.0;21.5;2016/11/21;2016/11/27;2016;11
PP;2510.0;5112.0;3151.0;2995.0;3304.0;2017/11/27;2017/12/03;2017;12
PO;111.0;4734.0;3157.0;2965.0;3268.0;2017/11/27;2017/12/03;2017;12
PR;20.0;4605.0;2993.0;2663.0;3200.0;2017/11/27;2017/12/03;2017;12
PC;8.0;4515.0;2670.0;2050.0;3200.0;2017/11/27;2017/12/03;2017;12
PU;2.0;4775.0;2226.0;2150.0;2300.0;2017/11/27;2017/12/03;2017;12
PS;7.0;4320.0;2364.0;2000.0;3100.0;2017/11/27;2017/12/03;2017;12
CP;2096.0;6165.0;3050.0;2950.0;3285.0;2017/11/27;2017/12/03;2017;12
CO;191.0;6274.0;3015.0;2916.0;3163.0;2017/11/27;2017/12/03;2017;12
CR;12.0;6292.0;2894.0;2711.0;2980.0;2017/11/27;2017/12/03;2017;12
CC;1.0;6560.0;2910.0;2910.0;2910.0;2017/11/27;2017/12/03;2017;12
CU;2.0;5890.0;2300.0;2300.0;2300.0;2017/11/27;2017/12/03;2017;12
CS;4.0;6278.0;2067.0;2067.0;2067.0;2017/11/27;2017/12/03;2017;12
BP;7838.0;7383.0;2975.0;2754.0;3189.0;2017/11/27;2017/12/03;2017;12
BO;2681.0;7622.0;2963.0;2741.0;3230.0;2017/11/27;2017/12/03;2017;12
BR;199.0;7351.0;2750.0;2569.0;2992.0;2017/11/27;2017/12/03;2017;12
BC;19.0;7663.0;2463.0;2204.0;2920.0;2017/11/27;2017/12/03;2017;12
BU;6.0;7473.0;2330.0;2050.0;2950.0;2017/11/27;2017/12/03;2017;12
BS;10.0;7867.0;2514.0;2050.0;2950.0;2017/11/27;2017/12/03;2017;12
HP;3835.0;8595.0;2775.0;2686.0;2878.0;2017/11/27;2017/12/03;2017;12
HO;4936.0;8802.0;2775.0;2712.0;3029.0;2017/11/27;2017/12/03;2017;12
HR;921.0;8915.0;2668.0;2504.0;2843.0;2017/11/27;2017/12/03;2017;12
HC;110.0;8884.0;2456.0;2172.0;3016.0;2017/11/27;2017/12/03;2017;12
HU;11.0;8824.0;2376.0;1950.0;3000.0;2017/11/27;2017/12/03;2017;12
HS;5.0;9090.0;2522.0;1984.0;2800.0;2017/11/27;2017/12/03;2017;12
BP;7563.0;72.7392;26.13;22.3;31.05;2016/11/28;2016/12/04;2016;12
BO;3707.0;75.1864;26.36;22.3;31.05;2016/11/28;2016/12/04;2016;12
BR;407.0;76.1216;25.86;23.8;29.0;2016/11/28;2016/12/04;2016;12
BU;10.0;76.028;24.51;13.0;29.0;2016/11/28;2016/12/04;2016;12
BS;9.0;81.21;23.36;11.0;29.0;2016/11/28;2016/12/04;2016;12
PP;3306.0;50.3;27.47;22.5;31.9;2016/11/28;2016/12/04;2016;12
PO;296.0;48.44;27.73;23.04;32.55;2016/11/28;2016/12/04;2016;12
PR;58.0;48.59;26.39;17.06;32.44;2016/11/28;2016/12/04;2016;12
PC;15.0;50.41;17.78;12.0;24.5;2016/11/28;2016/12/04;2016;12
PU;2.0;53.8;13.0;13.0;13.0;2016/11/28;2016/12/04;2016;12
SAB;60.0;124.05;12.27;8.0;23.0;2016/11/28;2016/12/04;2016;12
HP;3010.0;84.25;25.36;23.69;28.12;2016/11/28;2016/12/04;2016;12
HO;3554.0;85.26;25.44;22.3;28.0;2016/11/28;2016/12/04;2016;12
HR;650.0;86.22;24.81;23.26;27.5;2016/11/28;2016/12/04;2016;12
HC;53.0;86.11;19.37;13.87;25.0;2016/11/28;2016/12/04;2016;12
HU;5.0;83.98;19.06;13.0;25.0;2016/11/28;2016/12/04;2016;12
HS;12.0;89.66;11.14;9.4;13.5;2016/11/28;2016/12/04;2016;12
CP;2166.0;62.0;27.42;22.4;34.64;2016/11/28;2016/12/04;2016;12
CO;489.0;63.1;26.98;22.4;29.98;2016/11/28;2016/12/04;2016;12
CR;51.0;62.68;26.84;25.16;27.5;2016/11/28;2016/12/04;2016;12
CC;12.0;65.14;23.79;16.0;27.0;2016/11/28;2016/12/04;2016;12
CU;2.0;62.45;13.0;13.0;13.0;2016/11/28;2016/12/04;2016;12
SAS;490.0;164.74;17.52;14.0;21.0;2016/11/28;2016/12/04;2016;12
BP;9074.0;72.459;26.65;22.3;30.56;2016/12/05;2016/12/11;2016;12
BO;3988.0;74.0089;27.08;22.3;30.43;2016/12/05;2016/12/11;2016;12
BR;378.0;75.3247;26.44;24.76;30.0;2016/12/05;2016/12/11;2016;12
BU;10.0;76.7;21.7;21.5;22.5;2016/12/05;2016/12/11;2016;12
BS;10.0;79.16;18.89;11.0;22.0;2016/12/05;2016/12/11;2016;12
PP;3420.0;51.06;27.33;22.5;32.45;2016/12/05;2016/12/11;2016;12
PO;221.0;50.39;27.37;24.49;32.5;2016/12/05;2016/12/11;2016;12
PR;41.0;47.15;25.79;21.0;28.0;2016/12/05;2016/12/11;2016;12
PS;2.0;50.75;17.81;11.0;11.0;2016/12/05;2016/12/11;2016;12
SAS;61.0;136.56;13.16;6.0;23.0;2016/12/05;2016/12/11;2016;12
HP;4067.0;83.98;25.98;22.3;29.62;2016/12/05;2016/12/11;2016;12
HO;3334.0;85.48;25.89;22.3;29.47;2016/12/05;2016/12/11;2016;12
HR;629.0;86.37;24.9;22.6;28.5;2016/12/05;2016/12/11;2016;12
HC;61.0;86.52;20.74;14.46;25.0;2016/12/05;2016/12/11;2016;12
HU;10.0;83.27;20.2;16.9;25.0;2016/12/05;2016/12/11;2016;12
HS;23.0;85.2;15.66;11.0;19.0;2016/12/05;2016/12/11;2016;12
CP;3287.0;61.42;27.36;22.4;31.25;2016/12/05;2016/12/11;2016;12
CO;804.0;62.47;26.91;22.4;31.0;2016/12/05;2016/12/11;2016;12
CR;39.0;62.7;26.49;23.0;27.0;2016/12/05;2016/12/11;2016;12
CC;8.0;62.4;27.0;27.0;27.0;2016/12/05;2016/12/11;2016;12
CU;2.0;61.9;27.0;27.0;27.0;2016/12/05;2016/12/11;2016;12
CS;2.0;63.4;27.0;27.0;27.0;2016/12/05;2016/12/11;2016;12
SAS;579.0;150.15;17.65;14.0;23.0;2016/12/05;2016/12/11;2016;12
BC;18.0;78.721;20.16;13.3;23.0;2016/02/01;2016/02/07;2016;2
BO;2260.0;74.213;22.65;21.31;24.0;2016/02/01;2016/02/07;2016;2
BP;5395.0;72.118;22.72;21.74;26.0;2016/02/01;2016/02/07;2016;2
BR;209.0;77.086;21.88;15.0;24.0;2016/02/01;2016/02/07;2016;2
BS;1.0;88.0;21.8;21.8;21.8;2016/02/01;2016/02/07;2016;2
BU;3.0;85.0;18.96;18.0;19.5;2016/02/01;2016/02/07;2016;2
PC;1.0;43.3;19.0;19.0;19.0;2016/02/01;2016/02/07;2016;2
PO;182.0;52.66;23.69;20.88;27.2;2016/02/01;2016/02/07;2016;2
PP;1255.0;50.11;24.23;21.33;27.09;2016/02/01;2016/02/07;2016;2
PR;227.0;46.65;24.92;20.32;25.11;2016/02/01;2016/02/07;2016;2
SAS;169.0;145.22;15.9;10.0;17.0;2016/02/01;2016/02/07;2016;2
HP;16.0;91.99;17.09;16.0;22.4;2016/02/01;2016/02/07;2016;2
HO;1492.0;87.112;22.48;21.5;23.0;2016/02/01;2016/02/07;2016;2
HR;1247.0;85.381;22.54;22.0;23.0;2016/02/01;2016/02/07;2016;2
HC;228.0;89.445;21.8;20.5;23.0;2016/02/01;2016/02/07;2016;2
HU;2.0;96.6;12.66;9.4;16.0;2016/02/01;2016/02/07;2016;2
HS;3.0;86.933;16.46;13.0;19.4;2016/02/01;2016/02/07;2016;2
CO;142.0;58.246;23.45;10.0;26.25;2016/02/01;2016/02/07;2016;2
CP;803.0;59.694;23.76;10.0;27.0;2016/02/01;2016/02/07;2016;2
CC;16.0;59.925;23.09;22.0;23.5;2016/02/01;2016/02/07;2016;2
SAU;392.0;606.11;14.4;13.96;17.0;2016/02/01;2016/02/07;2016;2
P;1762.0;5295.0;2925.0;2747.0;2992.0;2018/01/29;2018/02/04;2018;2
O;141.0;5317.0;2876.0;2666.0;3070.0;2018/01/29;2018/02/04;2018;2
R;19.0;5155.0;2543.0;2250.0;2900.0;2018/01/29;2018/02/04;2018;2
C;7.0;4924.0;1650.0;1650.0;1650.0;2018/01/29;2018/02/04;2018;2
U;2.0;5940.0;2298.0;1650.0;2850.0;2018/01/29;2018/02/04;2018;2
S;7.0;3674.0;1823.0;1650.0;1950.0;2018/01/29;2018/02/04;2018;2
P;512.0;6110.0;2874.0;2759.0;3006.0;2018/01/29;2018/02/04;2018;2
O;62.0;6243.0;2866.0;2736.0;3000.0;2018/01/29;2018/02/04;2018;2
R;3.0;6399.0;2639.0;2400.0;2754.0;2018/01/29;2018/02/04;2018;2
S;1.0;6110.0;1650.0;1650.0;1650.0;2018/01/29;2018/02/04;2018;2
P;5089.0;7488.0;2744.0;2558.0;2814.0;2018/01/29;2018/02/04;2018;2
O;1612.0;7720.0;2772.0;2672.0;2860.0;2018/01/29;2018/02/04;2018;2
R;239.0;7735.0;2680.0;2535.0;2776.0;2018/01/29;2018/02/04;2018;2
C;21.0;7883.0;2383.0;2169.0;2750.0;2018/01/29;2018/02/04;2018;2
U;8.0;7725.0;2379.0;2141.0;2800.0;2018/01/29;2018/02/04;2018;2
S;4.0;6913.0;2233.0;1840.0;2500.0;2018/01/29;2018/02/04;2018;2
P;2658.0;8675.0;2658.0;2244.0;2776.0;2018/01/29;2018/02/04;2018;2
O;2786.0;8859.0;2733.0;2655.0;2770.0;2018/01/29;2018/02/04;2018;2
R;488.0;8993.0;2575.0;2512.0;2674.0;2018/01/29;2018/02/04;2018;2
C;35.0;8991.0;2260.0;2219.0;2417.0;2018/01/29;2018/02/04;2018;2
U;4.0;8507.0;2123.0;2123.0;2123.0;2018/01/29;2018/02/04;2018;2
S;9.0;9864.0;2274.0;1768.0;2520.0;2018/01/29;2018/02/04;2018;2
BP;6928.0;72.51;27.26;22.3;30.5;2017/01/30;2017/02/05;2017;2
BO;2742.0;74.47;27.42;25.99;30.5;2017/01/30;2017/02/05;2017;2
BR;284.0;76.67;27.0;23.75;30.5;2017/01/30;2017/02/05;2017;2
BC;44.0;78.87;25.46;19.09;30.5;2017/01/30;2017/02/05;2017;2
BU;9.0;77.03;21.74;13.0;28.0;2017/01/30;2017/02/05;2017;2
BS;4.0;81.98;22.65;11.0;28.0;2017/01/30;2017/02/05;2017;2
PP;3054.0;52.85;28.61;22.5;31.47;2017/01/30;2017/02/05;2017;2
PO;268.0;51.98;28.43;23.0;31.5;2017/01/30;2017/02/05;2017;2
PR;28.0;49.91;23.32;15.0;30.0;2017/01/30;2017/02/05;2017;2
PC;1.0;55.0;27.5;27.5;27.5;2017/01/30;2017/02/05;2017;2
PS;1.0;53.4;28.0;28.0;28.0;2017/01/30;2017/02/05;2017;2
SAB;103.0;124.62;14.06;3.0;18.18;2017/01/30;2017/02/05;2017;2
HP;4036.0;85.8;26.17;22.3;29.17;2017/01/30;2017/02/05;2017;2
HO;3122.0;87.07;25.86;22.3;29.0;2017/01/30;2017/02/05;2017;2
HR;574.0;88.72;25.05;24.11;29.0;2017/01/30;2017/02/05;2017;2
HC;66.0;88.59;20.14;15.15;24.05;2017/01/30;2017/02/05;2017;2
HU;9.0;88.76;18.72;13.0;25.5;2017/01/30;2017/02/05;2017;2
HS;5.0;90.22;16.05;11.0;25.5;2017/01/30;2017/02/05;2017;2
CP;2105.0;61.6;27.82;22.4;29.98;2017/01/30;2017/02/05;2017;2
CO;389.0;62.89;27.4;22.4;29.89;2017/01/30;2017/02/05;2017;2
CR;45.0;62.45;27.1;25.32;28.0;2017/01/30;2017/02/05;2017;2
CC;3.0;60.37;21.36;18.0;27.5;2017/01/30;2017/02/05;2017;2
CU;3.0;59.8;17.0;17.0;17.0;2017/01/30;2017/02/05;2017;2
SAS;721.0;156.39;17.49;16.0;20.8;2017/01/30;2017/02/05;2017;2
A2;17250.0;263.7;48.37;49.08;47.15;2019/01/28;2019/02/03;2019;2
A3;1891.0;282.96;48.25;49.37;47.04;2019/01/28;2019/02/03;2019;2
AB2;1189.0;265.97;47.55;48.54;45.65;2019/01/28;2019/02/03;2019;2
AB3;181.0;284.07;47.0;48.2;46.04;2019/01/28;2019/02/03;2019;2
B2;661.0;254.64;45.35;45.9;43.84;2019/01/28;2019/02/03;2019;2
B3;111.0;279.27;44.68;45.76;43.34;2019/01/28;2019/02/03;2019;2
C2;1434.0;259.34;44.0;44.29;42.29;2019/01/28;2019/02/03;2019;2
C3;401.0;287.24;44.04;43.98;42.34;2019/01/28;2019/02/03;2019;2
A0;27.0;14.25;57.3;63.08;44.0;2019/01/28;2019/02/03;2019;2
A1;496.0;13.68;82.71;70.27;66.18;2019/01/28;2019/02/03;2019;2
A2;10065.0;21.09;84.67;75.91;69.98;2019/01/28;2019/02/03;2019;2
A3;2288.0;24.61;84.05;75.33;69.68;2019/01/28;2019/02/03;2019;2
A4;492.0;26.5;75.7;67.84;61.0;2019/01/28;2019/02/03;2019;2
A5;62.0;29.18;70.4;61.8;52.27;2019/01/28;2019/02/03;2019;2
A6;38.0;26.07;67.75;54.44;50.94;2019/01/28;2019/02/03;2019;2
AB2;92.0;22.36;69.0;69.26;60.11;2019/01/28;2019/02/03;2019;2
AB3;19.0;23.76;72.24;70.0;62.02;2019/01/28;2019/02/03;2019;2
